Symbol,Date,Open,High,Low,Close,Volume
LOTCHEM-CMAR,20190307,0.00,0.00,0.00,15.15,0
DOL-CAPR,20190307,0.00,0.00,0.00,23.48,0
EPCL-CAPR,20190307,0.00,0.00,0.00,37.96,0
MEBL-MAR,20190307,99.00,99.00,99.00,99.00,500
NRSL-MAR,20190307,8.74,8.74,7.80,7.80,72000
SYS-MAR,20190307,0.00,0.00,0.00,106.11,0
DCR-MAR,20190307,0.00,0.00,0.00,11.85,0
FFL-MAR,20190307,30.49,30.55,29.91,30.06,524000
UNITY-MAR,20190307,17.75,17.80,17.45,17.61,1257500
DOL-CMAY,20190307,0.00,0.00,0.00,23.81,0
STPL-CMAY,20190307,0.00,0.00,0.00,20.93,0
FCCL-MARB,20190307,21.30,21.30,20.70,20.82,756500
MEBL-MARB,20190307,97.00,97.00,97.00,97.00,500
UNITY-MARB,20190307,12.99,13.25,12.80,13.03,2147500
DCR,20190307,11.75,11.77,11.71,11.75,37000
